CaseID,ActivityString,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID,StartTime,FinishedActivity
2357,DHL,202,202,3111,550,3444,2358,2909,H
2357,DL,1982,878,3989,6960,9110,2358,2007,L
2357,D,4930,2894,6883,3960,6100,2358,1953,D
2357,M,432,432,7315,1097,10207,2358,6883,M
2357,N,752,752,8067,150,10357,2358,7315,N
2357,O,65,65,8132,50,10407,2358,8067,O
2357,N,123,123,8255,135,10542,2358,8132,N
2357,O,161,161,8416,295,10837,2358,8255,O
2357,P,1355,1355,9771,5160,15997,2358,8416,P
2358,A,261,261,261,1293,1293,2359,0,A
2358,B,1060,1060,1321,90,1383,2359,261,B
2358,C,986,986,2307,1210,2593,2359,1321,C
2358,D,39,39,2346,3780,6373,2359,2307,D
2358,M,686,686,3032,1313,7686,2359,2346,M
2358,N,683,683,3715,90,7776,2359,3032,N
2358,O,698,698,4413,1080,8856,2359,3715,O
2358,P,3673,3673,8086,3780,12636,2359,4413,P
2359,AEI,4702,4702,4702,5652,5652,2360,0,I
2359,AEJ,1309,1309,6011,420,6072,2360,4702,J
2359,AEK,951,951,6962,1094,7166,2360,6011,K
2359,AEL,7129,167,7129,8424,8424,2360,0,A
2359,BEL,850,683,7812,351,7517,2360,6962,L
2359,BE,1340,657,8469,120,8544,2360,7129,B
2359,CE,323,323,8792,420,8964,2360,8469,C
2359,BE,576,576,9368,465,9429,2360,8792,B
2359,CE,9998,630,9998,10327,10327,2360,0,E
2359,CF,866,236,10234,970,10399,2360,9368,C
2359,DF,359,123,10357,90,10417,2360,9998,F
2359,DG,697,574,10931,5220,15619,2360,10234,D
2359,G,1135,561,11492,1534,11951,2360,10357,G
2359,H,30,30,11522,3780,15731,2360,11492,H
2359,M,9,9,11531,420,16151,2360,11522,M
2359,N,561,561,12092,240,16391,2360,11531,N
2359,O,862,862,12954,996,17387,2360,12092,O
2359,P,2315,2315,15269,5280,22667,2360,12954,P
2360,A,923,923,923,3923,3923,2361,0,A
2360,B,3481,3481,4404,420,4343,2361,923,B
2360,C,945,945,5349,1250,5593,2361,4404,C
2360,D,318,318,5667,335,5928,2361,5349,D
2360,M,2520,2520,8187,2613,8541,2361,5667,M
2360,N,120,120,8307,90,8631,2361,8187,N
2360,O,455,455,8762,800,9431,2361,8307,O
2360,N,1098,1098,9860,745,10176,2361,8762,N
2360,O,206,206,10066,605,10781,2361,9860,O
2360,P,7371,7371,17437,3780,14561,2361,10066,P
2361,AEI,117,117,117,198,198,2362,0,E
2361,AFI,273,156,273,1221,1221,2362,0,I
2361,AFJ,197,41,314,150,348,2362,117,F
2361,AGJ,179,179,493,160,508,2362,314,G
2361,AFJ,311,311,804,335,843,2362,493,F
2361,AGJ,124,124,928,125,968,2362,804,G
2361,AHJ,1134,206,1134,1474,1474,2362,0,A
2361,BHJ,1047,186,1320,150,1371,2362,273,J
2361,BHK,179,179,1499,190,1561,2362,1320,K
2361,BHJ,437,72,1571,150,1624,2362,1134,B
2361,CHJ,690,47,1618,4230,5198,2362,928,H
2361,CJ,171,124,1742,165,1789,2362,1571,C
2361,BJ,1056,813,2555,1040,2601,2362,1499,J
2361,BK,834,21,2576,830,2619,2362,1742,B
2361,CK,99,78,2654,125,2726,2362,2555,K
2361,CL,123,45,2699,130,2749,2362,2576,C
2361,DL,351,351,3050,4230,6979,2362,2699,D
2361,L,1410,1014,4064,4230,6956,2362,2654,L
2361,M,393,393,4457,1511,8490,2362,4064,M
2361,N,1218,1218,5675,150,8640,2362,4457,N
2361,O,148,148,5823,125,8765,2362,5675,O
2361,N,1500,1500,7323,1515,10280,2362,5823,N
2361,O,675,675,7998,675,10955,2362,7323,O
2361,P,17355,17355,25353,4290,15245,2362,7998,P
2362,A,2803,2803,2803,3250,3250,2363,0,A
2362,B,705,705,3508,300,3550,2363,2803,B
2362,C,492,492,4000,1965,5515,2363,3508,C
2362,D,1546,1546,5546,2760,8275,2363,4000,D
2362,M,36242,36242,41788,37142,45417,2363,5546,M
2362,N,930,930,42718,90,45507,2363,41788,N
2362,O,1008,1008,43726,1240,46747,2363,42718,O
2362,P,11,11,43737,3780,50527,2363,43726,P
2363,AEI,107,107,107,1136,1136,2364,0,A
2363,BEI,548,441,548,1380,1380,2364,0,E
2363,BFI,1059,618,1166,90,1226,2364,107,B
2363,CFI,1225,59,1225,1607,1607,2364,0,I
2363,CFJ,942,265,1490,90,1470,2364,548,F
2363,CGJ,406,141,1631,90,1697,2364,1225,J
2363,CGK,423,282,1913,855,2325,2364,1490,G
2363,CHK,1034,287,2200,1220,2446,2364,1166,C
2363,DHK,844,275,2475,1025,2722,2364,1631,K
2363,DHL,382,107,2582,3780,6226,2364,2200,D
2363,HL,124,17,2599,3780,6502,2364,2475,L
2363,H,816,130,2729,3780,6105,2364,1913,H
2363,M,767,767,3496,1123,7625,2364,2729,M
2363,N,395,395,3891,90,7715,2364,3496,N
2363,O,362,362,4253,705,8420,2364,3891,O
2363,P,1055,1055,5308,3780,12200,2364,4253,P
2364,AEI,218,218,218,1650,1650,2365,0,E
2364,AFI,228,10,228,891,891,2365,0,A
2364,BFI,314,86,314,849,849,2365,0,I
2364,BFJ,631,631,945,150,999,2365,314,J
2364,BFK,753,36,981,150,1041,2365,228,B
2364,CFK,139,103,1084,120,1119,2365,945,K
2364,CFJ,216,113,1197,120,1161,2365,981,C
2364,BFJ,544,431,1628,550,1669,2365,1084,J
2364,BFK,1708,298,1926,300,1950,2365,218,F
2364,BGK,768,470,2396,665,2334,2365,1628,K
2364,BGL,1437,238,2634,1515,2676,2365,1197,B
2364,CGL,930,222,2856,1000,2950,2365,1926,G
2364,CHL,482,482,3338,1200,4150,2365,2856,H
2364,CL,825,121,3459,1020,3696,2365,2634,C
2364,DL,1125,62,3521,4230,6564,2365,2396,L
2364,D,14897,14835,18356,4740,8436,2365,3459,D
2364,M,5014,5014,23370,5188,13624,2365,18356,M
2364,N,185,185,23555,90,13714,2365,23370,N
2364,O,510,510,24065,795,14509,2365,23555,O
2364,N,1394,1394,25459,1095,15604,2365,24065,N
2364,O,740,740,26199,1155,16759,2365,25459,O
2364,P,60,60,26259,3780,20539,2365,26199,P
2365,A,156,156,156,821,821,2366,0,A
2365,B,739,739,895,135,956,2366,156,B
2365,C,245,245,1140,300,1256,2366,895,C
2365,D,81,81,1221,5100,6356,2366,1140,D
2365,M,383,383,1604,954,7310,2366,1221,M
2365,N,731,731,2335,180,7490,2366,1604,N
2365,O,580,580,2915,895,8385,2366,2335,O
2365,N,380,380,3295,105,8490,2366,2915,N
2365,O,618,618,3913,660,9150,2366,3295,O
2365,P,1401,1401,5314,6660,15810,2366,3913,P
2366,AEI,132,132,132,300,300,2367,0,A
2366,BEI,475,343,475,1362,1362,2367,0,E
2366,BFI,345,2,477,240,540,2367,132,B
2366,CFI,636,636,1113,745,1285,2367,477,C
2366,BFI,1294,181,1294,1333,1333,2367,0,I
2366,BFJ,946,127,1421,90,1452,2367,475,F
2366,BGJ,245,118,1539,240,1573,2367,1294,J
2366,BGK,436,10,1549,325,1610,2367,1113,B
2366,CGK,132,132,1681,195,1805,2367,1549,C
2366,DGK,559,299,1980,960,2412,2367,1421,G
2366,DFK,732,433,2413,5220,7025,2367,1681,D
2366,FK,1202,328,2741,740,2313,2367,1539,K
2366,FJ,767,6,2747,390,2802,2367,1980,F
2366,GJ,520,514,3261,1000,3313,2367,2741,J
2366,GK,399,399,3660,510,3823,2367,3261,K
2366,GL,110,110,3770,3960,7783,2367,3660,L
2366,G,1284,261,4031,1390,4192,2367,2747,G
2366,H,543,543,4574,3780,7972,2367,4031,H
2366,M,10620,10620,15194,11464,19436,2367,4574,M
2366,N,876,876,16070,90,19526,2367,15194,N
2366,O,1224,1224,17294,1430,20956,2367,16070,O
2366,N,772,772,18066,560,21516,2367,17294,N
2366,O,155,155,18221,585,22101,2367,18066,O
2366,P,3004,3004,21225,3780,25881,2367,18221,P
2367,A,1085,1085,1085,1573,1573,2368,0,A
2367,B,694,694,1779,270,1843,2368,1085,B
2367,C,535,535,2314,735,2578,2368,1779,C
2367,B,1867,1867,4181,1685,4263,2368,2314,B
2367,C,1311,1311,5492,1320,5583,2368,4181,C
2367,D,11035,11035,16527,6060,11643,2368,5492,D
2367,M,4303,4303,20830,4106,15749,2368,16527,M
2367,N,66,66,20896,300,16049,2368,20830,N
2367,O,691,691,21587,840,16889,2368,20896,O
2367,P,1641,1641,23228,4080,20969,2368,21587,P
2368,A,326,326,326,402,402,2369,0,A
2368,B,225,225,551,180,582,2369,326,B
2368,C,622,622,1173,725,1307,2369,551,C
2368,D,275,275,1448,4200,5507,2369,1173,D
2368,M,1651,1651,3099,2523,8030,2369,1448,M
2368,N,923,923,4022,90,8120,2369,3099,N
2368,O,504,504,4526,855,8975,2369,4022,O
2368,P,333,333,4859,3780,12755,2369,4526,P
2369,AE,230,230,230,1260,1260,2370,0,E
2369,AF,400,170,400,1315,1315,2370,0,A
2369,BF,1309,1139,1539,300,1560,2370,230,F
2369,BG,1226,87,1626,300,1615,2370,400,B
2369,CG,634,547,2173,805,2365,2370,1539,G
2369,CH,597,50,2223,2185,3800,2370,1626,C
2369,DH,163,113,2336,4020,6385,2370,2173,H
2369,D,3324,3211,5547,2760,6560,2370,2223,D
2369,M,298,298,5845,353,6913,2370,5547,M
2369,N,210,210,6055,180,7093,2370,5845,N
2369,O,638,638,6693,875,7968,2370,6055,O
2369,P,116,116,6809,6680,14648,2370,6693,P
2370,AE,273,273,273,631,631,2371,0,A
2370,BE,524,251,524,685,685,2371,0,E
2370,BF,387,136,660,90,721,2371,273,B
2370,CF,348,212,872,240,925,2371,524,F
2370,CG,760,548,1420,1240,1961,2371,660,C
2370,DG,697,149,1569,910,1835,2371,872,G
2370,DH,2243,2243,3812,4020,5855,2371,1569,H
2370,D,3273,881,4693,3780,5741,2371,1420,D
2370,M,362,362,5055,805,6660,2371,4693,M
2370,N,592,592,5647,180,6840,2371,5055,N
2370,O,755,755,6402,205,7045,2371,5647,O
2370,N,163,163,6565,725,7770,2371,6402,N
2370,O,132,132,6697,600,8370,2371,6565,O
2370,P,603,603,7300,3750,12120,2371,6697,P
2371,A,526,526,526,792,792,2372,0,A
2371,B,447,447,973,180,972,2372,526,B
2371,C,923,923,1896,930,1902,2372,973,C
2371,D,2992,2992,4888,550,2452,2372,1896,D
2371,M,18598,18598,23486,19166,21618,2372,4888,M
2371,N,700,700,24186,180,21798,2372,23486,N
2371,O,1359,1359,25545,830,22628,2372,24186,O
2371,P,8094,8094,33639,6680,29308,2372,25545,P
2372,AE,423,423,423,338,338,2373,0,A
2372,BE,111,111,534,240,578,2373,423,B
2372,CE,730,730,1264,2040,2618,2373,534,C
2372,BE,1838,1838,3102,210,2828,2373,1264,B
2372,CE,3451,349,3451,5267,5267,2373,0,E
2372,CF,407,407,3858,90,5357,2373,3451,F
2372,CG,468,468,4326,805,6162,2373,3858,G
2372,CF,1366,142,4468,2340,5168,2373,3102,C
2372,BF,2613,2613,7081,1955,7123,2373,4468,B
2372,CF,732,732,7813,920,8043,2373,7081,C
2372,DF,3624,137,7950,1330,7492,2373,4326,F
2372,DG,1369,1369,9319,1885,9377,2373,7950,G
2372,DH,1448,1448,10767,3780,13157,2373,9319,H
2372,D,11057,8103,18870,3960,12003,2373,7813,D
2372,M,689,689,19559,2343,15500,2373,18870,M
2372,N,1684,1684,21243,90,15590,2373,19559,N
2372,O,2651,2651,23894,2105,17695,2373,21243,O
2372,N,583,583,24477,1110,18805,2373,23894,N
2372,O,540,540,25017,735,19540,2373,24477,O
2372,P,6474,6474,31491,3780,23320,2373,25017,P
2373,AEI,47,47,47,121,121,2374,0,E
2373,AFI,108,61,108,808,808,2374,0,A
2373,BFI,151,90,198,135,256,2374,47,F
2373,BGI,355,157,355,410,410,2374,0,I
2373,BGJ,209,52,407,295,551,2374,198,G
2373,BHJ,128,128,535,5100,5651,2374,407,H
2373,BJ,373,193,728,300,710,2374,355,J
2373,BK,782,162,890,135,943,2374,108,B
2373,CK,166,166,1056,300,1243,2374,890,C
2373,DK,119,119,1175,5100,6343,2374,1056,D
2373,K,682,235,1410,835,1545,2374,728,K
2373,J,690,690,2100,595,2140,2374,1410,J
2373,K,563,563,2663,680,2820,2374,2100,K
2373,L,543,543,3206,1140,3960,2374,2663,L
2373,M,714,714,3920,1224,7567,2374,3206,M
2373,N,838,838,4758,180,7747,2374,3920,N
2373,O,602,602,5360,895,8642,2374,4758,O
2373,N,160,160,5520,75,8717,2374,5360,N
2373,O,1265,1265,6785,420,9137,2374,5520,O
2373,P,6676,6676,13461,7020,16157,2374,6785,P
2374,AE,106,106,106,192,192,2375,0,A
2374,BE,262,262,368,240,432,2375,106,B
2374,CE,805,805,1173,830,1262,2375,368,C
2374,DE,212,212,1385,5400,6662,2375,1173,D
2374,E,4357,2972,4357,4652,4652,2375,0,E
2374,F,410,410,4767,180,4832,2375,4357,F
2374,G,1196,1196,5963,1240,6072,2375,4767,G
2374,F,364,364,6327,315,6387,2375,5963,F
2374,G,437,437,6764,565,6952,2375,6327,G
2374,H,4152,4152,10916,6960,13912,2375,6764,H
2374,M,2913,2913,13829,3220,17132,2375,10916,M
2374,N,1077,1077,14906,90,17222,2375,13829,N
2374,O,323,323,15229,715,17937,2375,14906,O
2374,P,860,860,16089,3780,21717,2375,15229,P
2375,AE,176,176,176,110,110,2376,0,A
2375,BE,183,183,359,240,350,2376,176,B
2375,CE,506,506,865,120,470,2376,359,C
2375,DE,257,257,1122,4230,4700,2376,865,D
2375,E,1371,249,1371,1616,1616,2376,0,E
2375,F,344,344,1715,150,1766,2376,1371,F
2375,G,559,559,2274,585,2351,2376,1715,G
2375,F,451,451,2725,400,2751,2376,2274,F
2375,G,127,127,2852,1050,3801,2376,2725,G
2375,H,1432,1432,4284,3300,7101,2376,2852,H
2375,M,45,45,4329,800,7901,2376,4284,M
2375,N,852,852,5181,150,8051,2376,4329,N
2375,O,254,254,5435,125,8176,2376,5181,O
2375,N,259,259,5694,355,8531,2376,5435,N
2375,O,847,847,6541,809,9340,2376,5694,O
2375,P,3025,3025,9566,3840,13180,2376,6541,P
2376,A,285,285,285,1265,1265,2377,0,A
2376,B,1264,1264,1549,300,1565,2377,285,B
2376,C,643,643,2192,805,2370,2377,1549,C
2376,D,368,368,2560,4140,6510,2377,2192,D
2376,M,10249,10249,12809,11279,17789,2377,2560,M
2376,N,1237,1237,14046,240,18029,2377,12809,N
2376,O,1473,1473,15519,2880,20909,2377,14046,O
2376,P,462,462,15981,2400,23309,2377,15519,P
2377,AE,168,168,168,1534,1534,2378,0,A
2377,BE,319,151,319,331,331,2378,0,E
2377,BF,191,191,510,240,571,2378,319,F
2377,BG,169,169,679,240,811,2378,510,G
2377,BH,685,685,1364,5250,6061,2378,679,H
2377,B,1748,552,1916,420,1954,2378,168,B
2377,C,1011,1011,2927,1015,2969,2378,1916,C
2377,D,1949,1949,4876,550,3519,2378,2927,D
2377,M,776,776,5652,2980,9041,2378,4876,M
2377,N,2582,2582,8234,420,9461,2378,5652,N
2377,O,1341,1341,9575,2205,11666,2378,8234,O
2377,P,400,400,9975,1740,13406,2378,9575,P
2378,A,1382,1382,1382,1384,1384,2379,0,A
2378,B,174,174,1556,240,1624,2379,1382,B
2378,C,128,128,1684,265,1889,2379,1556,C
2378,B,903,903,2587,755,2644,2379,1684,B
2378,C,847,847,3434,1020,3664,2379,2587,C
2378,D,11384,11384,14818,4680,8344,2379,3434,D
2378,M,1846,1846,16664,2167,10511,2379,14818,M
2378,N,379,379,17043,90,10601,2379,16664,N
2378,O,486,486,17529,795,11396,2379,17043,O
2378,N,417,417,17946,140,11536,2379,17529,N
2378,O,458,458,18404,735,12271,2379,17946,O
2378,P,14131,14131,32535,3780,16051,2379,18404,P
2379,A,189,189,189,305,305,2380,0,A
2379,B,236,236,425,180,485,2380,189,B
2379,C,437,437,862,660,1145,2380,425,C
2379,D,3286,3286,4148,4080,5225,2380,862,D
2379,M,147,147,4295,874,6099,2380,4148,M
2379,N,820,820,5115,150,6249,2380,4295,N
2379,O,192,192,5307,170,6419,2380,5115,O
2379,P,33,33,5340,2880,9299,2380,5307,P
2380,AEI,163,163,163,741,741,2381,0,E
2380,AFI,895,732,895,1441,1441,2381,0,I
2380,AFJ,758,26,921,240,981,2381,163,F
2380,AGJ,254,254,1175,255,1236,2381,921,G
2380,AHJ,666,386,1561,180,1621,2381,895,J
2380,AHK,697,697,2258,765,2386,2381,1561,K
2380,AHL,4549,3466,5724,5250,6486,2381,1175,H
2380,AL,8768,3044,8768,9105,9105,2381,0,A
2380,BL,6679,169,8937,550,2936,2381,2258,L
2380,B,626,457,9394,300,9405,2381,8768,B
2380,C,838,838,10232,890,10295,2381,9394,C
2380,D,982,982,11214,310,10605,2381,10232,D
2380,M,564,564,11778,2253,12858,2381,11214,M
2380,N,2085,2085,13863,420,13278,2381,11778,N
2380,O,863,863,14726,676,13954,2381,13863,O
2380,P,3278,3278,18004,769,14723,2381,14726,P
2381,AEI,60,60,60,141,141,2382,0,A
2381,BEI,76,16,76,186,186,2382,0,E
2381,BFI,266,250,326,240,381,2382,60,B
2381,CFI,293,43,369,240,426,2382,76,F
2381,CGI,222,179,548,285,666,2382,326,C
2381,DGI,418,239,787,285,711,2382,369,G
2381,DHI,422,422,1209,5160,5871,2382,787,H
2381,DI,702,41,1250,5160,5826,2382,548,D
2381,I,1748,498,1748,2310,2310,2382,0,I
2381,J,592,592,2340,90,2400,2382,1748,J
2381,K,596,596,2936,820,3220,2382,2340,K
2381,J,4533,4533,7469,4285,7505,2382,2936,J
2381,K,1252,1252,8721,1405,8910,2382,7469,K
2381,L,2626,2626,11347,3780,12690,2382,8721,L
2381,M,728,728,12075,583,13273,2382,11347,M
2381,N,155,155,12230,360,13633,2382,12075,N
2381,O,1153,1153,13383,1495,15128,2382,12230,O
2381,N,2911,2911,16294,2555,17683,2382,13383,N
2381,O,1005,1005,17299,1190,18873,2382,16294,O
2381,P,18,18,17317,665,19538,2382,17299,P
2382,AEI,422,422,422,1356,1356,2383,0,E
2382,AFI,853,431,853,1161,1161,2383,0,A
2382,BFI,358,358,1211,90,1251,2383,853,B
2382,CFI,964,175,1386,90,1446,2383,422,F
2382,CGI,887,712,2098,1250,2501,2383,1211,C
2382,DGI,783,71,2169,1200,2646,2383,1386,G
2382,DHI,72,1,2170,3780,6281,2383,2098,D
2382,HI,359,358,2528,3780,6426,2383,2169,H
2382,I,3296,768,3296,6780,6780,2383,0,I
2382,J,4325,4325,7621,90,6870,2383,3296,J
2382,K,1157,1157,8778,1410,8280,2383,7621,K
2382,L,1080,1080,9858,3780,12060,2383,8778,L
2382,M,1541,1541,11399,2300,14360,2383,9858,M
2382,N,806,806,12205,150,14510,2383,11399,N
2382,O,570,570,12775,800,15310,2383,12205,O
2382,P,2733,2733,15508,3780,19090,2383,12775,P
2383,AEI,75,75,75,986,986,2384,0,A
2383,BEI,90,15,90,424,424,2384,0,E
2383,BFI,452,452,542,180,604,2384,90,F
2383,BGI,820,278,820,926,926,2384,0,I
2383,BGJ,304,304,1124,180,1106,2384,820,J
2383,BGK,1099,50,1174,240,1226,2384,75,B
2383,CGK,761,129,1303,855,1459,2384,542,G
2383,CFK,473,344,1647,760,1986,2384,1174,C
2383,DFK,997,474,2121,880,1986,2384,1124,K
2383,DFL,919,445,2566,3540,5526,2384,1647,D
2383,FL,1358,95,2661,1245,2704,2384,1303,F
2383,GL,483,483,3144,760,3464,2384,2661,G
2383,HL,2422,1399,4543,6660,8646,2384,2121,L
2383,H,2336,937,5480,3540,7004,2384,3144,H
2383,M,1528,1528,7008,3318,11964,2384,5480,M
2383,N,1996,1996,9004,240,12204,2384,7008,N
2383,O,727,727,9731,825,13029,2384,9004,O
2383,N,1081,1081,10812,1025,14054,2384,9731,N
2383,O,607,607,11419,780,14834,2384,10812,O
2383,P,1126,1126,12545,3960,18794,2384,11419,P
2384,AE,14,14,14,217,217,2385,0,A
2384,BE,97,83,97,162,162,2385,0,E
2384,BF,139,139,236,135,297,2385,97,F
2384,BG,281,59,295,135,352,2385,14,B
2384,CG,194,135,430,285,582,2385,236,G
2384,CH,191,56,486,280,632,2385,295,C
2384,DH,144,144,630,5160,5792,2385,486,D
2384,H,233,33,663,5160,5742,2385,430,H
2384,M,1453,1453,2116,2296,8088,2385,663,M
2384,N,977,977,3093,180,8268,2385,2116,N
2384,O,778,778,3871,885,9153,2385,3093,O
2384,N,1187,1187,5058,1085,10238,2385,3871,N
2384,O,483,483,5541,760,10998,2385,5058,O
2384,P,224,224,5765,1140,12138,2385,5541,P
2385,AE,211,211,211,212,212,2386,0,E
2385,AF,91,91,302,150,362,2386,211,F
2385,AG,631,631,933,665,1027,2386,302,G
2385,AH,170,170,1103,385,1412,2386,933,H
2385,A,1697,594,1697,2238,2238,2386,0,A
2385,B,907,907,2604,420,2658,2386,1697,B
2385,C,981,981,3585,975,3633,2386,2604,C
2385,D,2041,2041,5626,550,4183,2386,3585,D
2385,M,634,634,6260,1441,5624,2386,5626,M
2385,N,1110,1110,7370,330,5954,2386,6260,N
2385,O,1680,1680,9050,1950,7904,2386,7370,O
2385,P,8,8,9058,975,8879,2386,9050,P
2386,AE,51,51,51,1176,1176,2387,0,E
2386,AF,62,11,62,1356,1356,2387,0,A
2386,BF,1247,1236,1298,135,1311,2387,51,F
2386,BG,1381,145,1443,135,1491,2387,62,B
2386,CG,803,658,2101,890,2201,2387,1298,G
2386,CH,760,102,2203,890,2381,2387,1443,C
2386,DH,1541,1541,3744,5160,7541,2387,2203,D
2386,H,6026,4383,8127,5160,7361,2387,2101,H
2386,M,3086,3086,11213,3232,10773,2387,8127,M
2386,N,178,178,11391,90,10863,2387,11213,N
2386,O,843,843,12234,1145,12008,2387,11391,O
2386,N,792,792,13026,450,12458,2387,12234,N
2386,O,933,933,13959,950,13408,2387,13026,O
2386,P,940,940,14899,3780,17188,2387,13959,P
2387,AEI,67,67,67,90,90,2388,0,A
2387,BEI,156,156,223,180,270,2388,67,B
2387,CEI,324,101,324,450,450,2388,0,I
2387,CEJ,143,42,366,265,535,2388,223,C
2387,BEJ,231,189,555,160,610,2388,324,J
2387,BEK,91,91,646,75,685,2388,555,K
2387,BEJ,561,281,927,445,980,2388,366,B
2387,CEJ,83,83,1010,85,1065,2388,927,C
2387,DEJ,167,167,1177,5060,6125,2388,1010,D
2387,EJ,762,231,1408,780,1465,2388,646,J
2387,EK,1483,75,1483,1802,1802,2388,0,E
2387,FK,110,35,1518,85,1550,2388,1408,K
2387,FL,291,291,1809,2900,4450,2388,1518,L
2387,F,415,89,1898,160,1962,2388,1483,F
2387,G,105,105,2003,75,2037,2388,1898,G
2387,F,755,755,2758,780,2817,2388,2003,F
2387,G,96,96,2854,85,2902,2388,2758,G
2387,H,243,243,3097,2900,5802,2388,2854,H
2387,M,3972,3972,7069,4243,10368,2388,3097,M
2387,N,362,362,7431,150,10518,2388,7069,N
2387,O,200,200,7631,280,10798,2388,7431,O
2387,P,1195,1195,8826,5160,15958,2388,7631,P
2388,A,594,594,594,1535,1535,2389,0,A
2388,B,968,968,1562,90,1625,2389,594,B
2388,C,1018,1018,2580,1220,2845,2389,1562,C
2388,D,134,134,2714,3780,6625,2389,2580,D
2388,M,131,131,2845,495,7120,2389,2714,M
2388,N,664,664,3509,360,7480,2389,2845,N
2388,O,354,354,3863,947,8427,2389,3509,O
2388,P,1603,1603,5466,948,9375,2389,3863,P
2389,A,4041,4041,4041,4402,4402,2390,0,A
2389,B,397,397,4438,90,4492,2390,4041,B
2389,C,1610,1610,6048,1865,6357,2390,4438,C
2389,D,633,633,6681,3780,10137,2390,6048,D
2389,M,53,53,6734,259,10396,2390,6681,M
2389,N,431,431,7165,90,10486,2390,6734,N
2389,O,1044,1044,8209,1360,11846,2390,7165,O
2389,P,371,371,8580,3780,15626,2390,8209,P
2390,A,144,144,144,335,335,2391,0,A
2390,B,272,272,416,130,465,2391,144,B
2390,C,934,934,1350,910,1375,2391,416,C
2390,D,3485,3485,4835,550,1925,2391,1350,D
2390,M,1296,1296,6131,2434,4359,2391,4835,M
2390,N,1258,1258,7389,180,4539,2391,6131,N
2390,O,410,410,7799,840,5379,2391,7389,O
2390,N,891,891,8690,420,5799,2391,7799,N
2390,O,1032,1032,9722,1030,6829,2391,8690,O
2390,P,1424,1424,11146,6960,13789,2391,9722,P
2391,A,3357,3357,3357,3355,3355,2392,0,A
2391,B,170,170,3527,240,3595,2392,3357,B
2391,C,166,166,3693,295,3890,2392,3527,C
2391,B,677,677,4370,515,4405,2392,3693,B
2391,C,174,174,4544,290,4695,2392,4370,C
2391,D,994,994,5538,5160,9855,2392,4544,D
2391,M,661,661,6199,1855,11710,2392,5538,M
2391,N,1312,1312,7511,150,11860,2392,6199,N
2391,O,1402,1402,8913,1610,13470,2392,7511,O
2391,P,274,274,9187,2520,15990,2392,8913,P
2392,AEI,2062,2062,2062,2211,2211,2393,0,A
2392,BEI,190,190,2252,90,2301,2393,2062,B
2392,CEI,527,527,2779,790,3091,2393,2252,C
2392,BEI,3692,913,3692,3822,3822,2393,0,E
2392,BFI,951,38,3730,325,3416,2393,2779,B
2392,CFI,160,122,3852,90,3912,2393,3692,F
2392,CGI,426,426,4278,795,4707,2393,3852,G
2392,CFI,1407,859,5137,1885,5301,2393,3730,C
2392,DFI,1248,389,5526,425,5132,2393,4278,F
2392,DGI,1100,711,6237,3780,9081,2393,5137,D
2392,GI,1341,630,6867,1885,7017,2393,5526,G
2392,HI,2346,2346,9213,3780,10797,2393,6867,H
2392,I,13708,4495,13708,13719,13719,2393,0,I
2392,J,334,334,14042,360,14079,2393,13708,J
2392,K,681,681,14723,860,14939,2393,14042,K
2392,L,5766,5766,20489,1590,16529,2393,14723,L
2392,M,165,165,20654,890,17419,2393,20489,M
2392,N,977,977,21631,300,17719,2393,20654,N
2392,O,1010,1010,22641,930,18649,2393,21631,O
2392,P,5271,5271,27912,2760,21409,2393,22641,P
2393,A,2330,2330,2330,6030,6030,2394,0,A
2393,B,3737,3737,6067,90,6120,2394,2330,B
2393,C,681,681,6748,1140,7260,2394,6067,C
2393,D,22379,22379,29127,3780,11040,2394,6748,D
2393,M,1536,1536,30663,4228,15268,2394,29127,M
2393,N,2992,2992,33655,360,15628,2394,30663,N
2393,O,715,715,34370,695,16323,2394,33655,O
2393,P,1382,1382,35752,550,16873,2394,34370,P
2394,AE,94,94,94,360,360,2395,0,E
2394,AF,307,307,401,90,450,2395,94,F
2394,AG,508,107,508,1434,1434,2395,0,A
2394,BG,961,961,1469,90,1524,2395,508,B
2394,CG,1381,313,1782,1635,2085,2395,401,G
2394,CH,272,272,2054,3780,5865,2395,1782,H
2394,C,899,314,2368,1200,2724,2395,1469,C
2394,D,373,373,2741,3780,6504,2395,2368,D
2394,M,2080,2080,4821,2768,9272,2395,2741,M
2394,N,728,728,5549,90,9362,2395,4821,N
2394,O,179,179,5728,605,9967,2395,5549,O
2394,P,12939,12939,18667,3780,13747,2395,5728,P
2395,A,3942,3942,3942,4032,4032,2396,0,A
2395,B,294,294,4236,240,4272,2396,3942,B
2395,C,659,659,4895,785,5057,2396,4236,C
2395,D,1004,1004,5899,3960,9017,2396,4895,D
2395,M,167,167,6066,377,9394,2396,5899,M
2395,N,231,231,6297,90,9484,2396,6066,N
2395,O,1439,1439,7736,1780,11264,2396,6297,O
2395,P,46,46,7782,3780,15044,2396,7736,P
2396,AEI,1366,1366,1366,1658,1658,2397,0,E
2396,AFI,518,518,1884,90,1748,2397,1366,F
2396,AGI,709,709,2593,1060,2808,2397,1884,G
2396,AHI,275,275,2868,3780,6588,2397,2593,H
2396,AI,3256,388,3256,4523,4523,2397,0,A
